filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 9601 to 10400,8600,241256,,Red,France,"A classic in development, a wine that will last for decades. It is certainly powerful, but already the shape is finalized, with its plums and berries settling down with perfumes, acidity, just enough tannins and a warm, welcoming richness. A great argument for the superiority of 2001 over 2000.",,190,97,1.958762887,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2001  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2001-red-saint-julien/,Bordeaux-style Red Blend,2001,Château Léoville Las Cases
winemag 1601 to 2400,13504,75454,13.5,Red,France,"It's easy to call this a beautiful wine-it's dense and lush, with great layers of black fruit and acidity. The first fully biodynamic vintage from this estate has certainly yielded impressive ripe fruit, with structured tannins and dark berry flavors that linger long. It has enormous potential, certainly not be ready to drink before 2027.",,210,97,2.164948454,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Palmer 2014  Margaux,https://www.winemag.com/buying-guide/chateau-palmer-2014-margaux/,Bordeaux-style Red Blend,2014,Château Palmer
winemag 9601 to 10400,4885,237541,,Red,France,"Saint-Estéphe has a reputation for tannins, and this 2005 Cos lives up to that. But it does much more, because the tannins add richness along with intensely ripe black fruits, dark plums and figs. The dense tannins are finely balanced with fresh acidity, and a long-lasting aftertaste. Impressive.",,250,97,2.577319588,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Cos d'Estournel 2005  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-cos-destournel-2005-red-saint-estephe/,Bordeaux-style Red Blend,2005,Château Cos d'Estournel
winemag 1601 to 2400,13385,75335,14,Red,France,"Effectively half-and-half Merlot and Cabernet Franc, this is a tremendous wine. With very fine tannins, spice from a touch of wood and swathes of ripe fruits give this wine its concentration and its huge potential. The wine has weight and a dark, dense structure that will allow it to age for many years. Drink from 2027.",,285,97,2.93814433,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Angélus 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-angelus-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Angélus
winemag 11201 to 12000,2430,33379,,Red,France,"""For me, this vintage is what makes Margaux special,"" says Margaux winemaker Paul Pontallier. He is right: With its denseness, spice, flavors of black currants layered with dryness and fresh acidity, this is a huge and impressive wine that never forgets that it is Margaux. It is still young, and the dry tannic aftertaste, which lasts for many minutes, shows this.",,300,97,3.092783505,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2001  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2001-red-margaux/,Bordeaux-style Red Blend,2001,Château Margaux
winemag 1601 to 2400,13488,75438,14.5,Red,France,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",,330,97,3.402061856,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Brion 2014  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-brion-2014-pessac-leognan/,Bordeaux-style Red Blend,2014,Château Haut-Brion
winemag 10401 to 11200,10287,25549,,Red,France,"This is a splendid wine. Yes, it is more powerful than the usual aristocratic Lafites,  but it still manages to retain a special air of great elegance and presence. The fruits are black, the tannins immensely powerful, the flavors are of black figs, dates, cocoa. At the end, there is a vibrant acidity that shows through, which promises a great life for this great wine. Imported by Diageo Chateau & Estates.",,345,97,3.556701031,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2003  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2003-red-pauillac/,Bordeaux-style Red Blend,2003,Château Lafite Rothschild
winemag 4001 to 4800,7393,115806,,Red,France,"This is a beautifully opulent wine, great Mouton in its richness and succulent fruits. It's combines structure and obvious new-wood aging with hugely ripe black plum and currant flavors. While it is a pleasure to taste now, there is a great tannic structure in the background to give the sense of power and aging potential. Drink from 2024.",,365,97,3.762886598,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2012  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2012-red-pauillac/,Bordeaux-style Red Blend,2012,Château Mouton Rothschild
winemag 1601 to 2400,13502,75452,13,Red,France,"There is a sense of pure juicy black-currant fruit that shoots through this great wine. With tannins that are firm while not a jot too much, the wine is crisp, packed with fruit and set for many years of aging. It is beautiful, fruity and intensely structured. Drink from 2027.",,450,97,4.639175258,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2014  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2014-margaux/,Bordeaux-style Red Blend,2014,Château Margaux
winemag 12001 to 12800,931,47622,,Red,France,"With its distinctive antique bottle and gold etched label dominated by a sheep, this is definitely a move away from classic Bordeaux bottling. It is good that the wine can support the presentation. The fruit is so ripe, it almost tastes of raisins, but that sweetness is finely balanced by the dry tannins and concentrated texture. To finish, there are exotic spices, giving an almost oriental character to the long aftertaste.",,450,97,4.639175258,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2000  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2000-red-pauillac/,Bordeaux-style Red Blend,2000,Château Mouton Rothschild
winemag 1601 to 2400,13493,75443,13,Red,France,"This is a major wine. It has enormous tension, structure and a core of dark tannins. Amid all this, the wine is also packed with fruit and concentrated blackberry and black-plum flavors. It will age slowly and steadily with its enormous structure and concentration. Drink this wine from 2027.",,450,97,4.639175258,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2014  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2014-pauillac/,Bordeaux-style Red Blend,2014,Château Lafite Rothschild
winemag 1601 to 2400,13505,75455,13.5,Red,France,"This grand wine is stylish and elegant. It is also powerful and dense with dark tannins and great concentration. It is a very fine wine, packed with black plum and berry fruits and balanced richness. Don't let the great fruit deceive: this is a wine for the serious long term. Drink from 2028.",,530,97,5.463917526,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Ausone 2014  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-ausone-2014-saint-emilion/,Bordeaux-style Red Blend,2014,Château Ausone
winemag 801 to 1600,5785,207828,14.5,Red,France,"Direct and concentrated, this wine is powered by tannins and a firm texture. Dense, it has the potential for plenty of fruit as it matures. That will take time, because this impressive wine is powered by its structure. Wait until 2028.",,620,97,6.391752577,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Brion 2015  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-brion-2015-pessac-leognan/,Bordeaux-style Red Blend,2015,Château Haut-Brion
winemag 4801 to 5600,9954,133847,13.5,Red,France,"Big tannins and impressive fruits are the hallmarks of this impressive wine. It is also subtle, not showing all its flavors at once, hiding beneath tannins and structure. For this fruity vintage, it shows a strong sense of direct, solid structure, only allowing the strong black plum and berry flavors to come through slowly. It is for the long haul, so don't drink before 2022, even better later.",,660,97,6.804123711,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2011  Pauillac,https://www.winemag.com/buying-guide/chateau-latour-2011-red-pauillac/,Bordeaux-style Red Blend,2011,Château Latour
winemag 12001 to 12800,934,47625,,Red,France,"In 2000, it seems the Cabernet Franc made Cheval Blanc. It has given a mysterious, wonderful perfume to the intense richness of the Merlot. It has less of the explosive power of Ausone, it is more subtle and elegant, reserving its explosion of richness for the end, when a welter of black fruits seems to go on for ever",,700,97,7.216494845,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Cheval Blanc 2000  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2000-red-saint-emilion/,Bordeaux-style Red Blend,2000,Château Cheval Blanc
winemag 4801 to 5600,8541,132434,,Red,France,"Combining power with great elegance, this wine displays superripe, rich fruits that are restrained by velvet tannins and the delicious perfumed character from Cabernet Franc in the blend. Juicy, rich, structured, it's a beautiful wine with a great future. Drink from 2020.",,826,97,8.515463918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Ausone 2011  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-ausone-2011-red-saint-emilion/,Bordeaux-style Red Blend,2011,Château Ausone
winemag 6401 to 7200,15016,170153,,Red,France,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",,1100,97,11.34020619,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château La Mission Haut-Brion 2009  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-mission-haut-brion-2009-red-pessac-leognan/,Bordeaux-style Red Blend,2009,Château La Mission Haut-Brion
winemag 9601 to 10400,4881,237537,,Red,France,"Dark and dense, but with such opulent fruit, this is a year when La Mission shows its softer, richer side by comparison with neighbor Haut-Brion. There is spice and exotic and generous red fruits to give with the concentration. It has great power, but it also has a velvet structure.",,1500,97,15.46391753,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château La Mission Haut-Brion 2005  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-mission-haut-brion-2005-red-pessac-leognan/,Bordeaux-style Red Blend,2005,Château La Mission Haut-Brion
winemag 4801 to 5600,8540,132433,,Red,France,"This extravagantly perfumed wine has great juicy, ripe fruits. The tannic structure is almost secondary in the welter of ripe fruits, but it is enough to promise aging. Acidity and rich fruitiness partner each other to give a wine that is both fresh and powerful. Drink from 2020.",,2000,97,20.6185567,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Pétrus 2011  Pomerol,https://www.winemag.com/buying-guide/chateau-petrus-2011-red-pomerol/,Bordeaux-style Red Blend,2011,Château Pétrus
winemag 5601 to 6400,15013,154484,,Red,France,"A wine of architectural strength and classical proportions, this has straight lines that mark the packed, concentrated fruits, which are sustained by its tannins. This is certainly the best wine that Léoville-Poyferré has produced, sumptuous while so finely structured.",,92,98,0.93877551,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Poyferré 2010  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-poyferre-2010-red-saint-julien/,Bordeaux-style Red Blend,2010,Château Léoville Poyferré
winemag 6401 to 7200,15025,170162,,Red,France,"A major success of the vintage. The wine exhibits extreme richness of the fruit, with all its sweet blackberry flavors. It also has underlying firm structure, density and solid tannins. Bring in the acidity at the end, and this is both impressive and ready for long-term aging.",,135,98,1.37755102,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2009  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2009-red-saint-julien/,Bordeaux-style Red Blend,2009,Château Léoville Barton
winemag 801 to 1600,9991,212034,13.5,Red,France,This is one of the great successes of this vintage. It is generous and rich while also solid and structured. The combination of the essence of black currant and the elegant tannic structure are superb. This is a wine for serious aging and the wine should not be broached before 2026.,,137,98,1.397959184,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville 2015  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-2015-pauillac-279176/,Bordeaux-style Red Blend,2015,Château Pichon Longueville
winemag 801 to 1600,5786,207829,14.5,Red,France,"Almost entirely Cabernet Franc, this single-vineyard wine has a wonderful perfumed character. Firm tannins are fully integrated into the fruit, giving a structured yet balanced feel. Ripe and elegant, it will age well. Drink from 2027.",Le Dôme,150,98,1.530612245,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,JCP Maltus 2015 Le Dôme  (Saint-Émilion),https://www.winemag.com/buying-guide/jcp-maltus-2015-le-dome-saint-emilion/,Bordeaux-style Red Blend,2015,JCP Maltus
winemag 801 to 1600,5789,207832,15,Red,France,"Since the first vintage in 1991, this wine and its vineyard have travelled far. Now close to the top of the classification tree in Saint-Émilion, this vintage shows the impressive nature of this powerful wine. With a good balance between acidity and black fruits backed up by tannins, the wine is powerful and stylish. Drink from 2027.",,160,98,1.632653061,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Valandraud 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-valandraud-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Valandraud
winemag 6401 to 7200,12465,167602,,Red,France,"A beautifully structured wine, with its tannins layered between the ripest black plums, damsons and black currants. It is opulent while remaining dense, concentrated and very serious. Certainly a wine for long-term aging.",,360,98,3.673469388,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2009  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2009-red-saint-julien/,Bordeaux-style Red Blend,2009,Château Léoville Las Cases
winemag 6401 to 7200,15023,170160,,Red,France,"A beautiful wine, with the firmest tannins surrounded by perfumed fruit. It is dense, of course, but this density is balanced with great elegance, blackberry fruits, sweetness and final juicy acidity. The wine is structured, a powerhouse of concentration while preserving this complete style.",,380,98,3.87755102,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Palmer 2009  Margaux,https://www.winemag.com/buying-guide/chateau-palmer-2009-red-margaux/,Bordeaux-style Red Blend,2009,Château Palmer
winemag 12001 to 12800,937,47628,,Red,France,"This is such an expressive wine, with elegance a major factor in its character. It is certainly huge, rich and dense. But there is much more to it. You can peel layers of fruit and tannins away, and still never get to the end of the wine's complexity. At every stage of its life, it will reveal a new character, but for now it is dominated by powerful tannins and huge, black, fruit.",,450,98,4.591836735,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2000  Pauillac,https://www.winemag.com/buying-guide/chateau-latour-2000-red-pauillac/,Bordeaux-style Red Blend,2000,Château Latour
winemag 12001 to 12800,936,47627,,Red,France,"Forget all those garage wines, forget the upstarts of Saint-Emilion. When you want real class, you have to turn to Ausone. What a wine - magnificently dense and opaque, hugely rich and sensual. Yet it doesn't seem in the least decadent - for deep inside the wine is a huge backbone of ripe tannins. Keep for at least 10 years",,600,98,6.12244898,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Ausone 2000  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-ausone-2000-red-saint-emilion/,Bordeaux-style Red Blend,2000,Château Ausone
winemag 9601 to 10400,4686,237342,,Red,France,"A big, virile wine, dominated by dark and firm tannins. The structure comes from powerful black fruits, the wood only showing as dry edge to the tannins. It's firm, obviously destined for long aging, with initial blackberry fruits powering through the density. A stupendous wine that will last many decades.",,1500,98,15.30612245,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Brion 2005  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-brion-2005-red-pessac-leognan/,Bordeaux-style Red Blend,2005,Château Haut-Brion
winemag 12001 to 12800,935,47626,,Red,France,"While the first impression with Pétrus is the wood, it is the fruit which gradually shows itself. It is extraordinary, this dense fruit, which simultaneously manages to float with elegance. There is layer after layer of fruit, sometime black, sometimes smoky, sometimes spicy. The wine is not yet totally integrated, still intensely young, with decades to go. But what a development it will be",,1500,98,15.30612245,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Pétrus 2000  Pomerol,https://www.winemag.com/buying-guide/chateau-petrus-2000-red-pomerol/,Bordeaux-style Red Blend,2000,Château Pétrus
winemag 6401 to 7200,15024,170161,,Red,France,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",,1900,98,19.3877551,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2009  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2009-red-margaux/,Bordeaux-style Red Blend,2009,Château Margaux
winemag 12001 to 12800,938,47629,,Red,France,"Perhaps of all the first growths in the totally un-classic 2000, this retains most of the classic Bordeaux. It is certainly almost black in color, while the new wood flavors are very present. But it shows an impressive restraint, leaving the power of the wine to be revealed over the years rather than immediately. This could well be the longest-lived of the Pauillac first growths.",,400,99,4.04040404,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2000  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2000-red-pauillac/,Bordeaux-style Red Blend,2000,Château Lafite Rothschild
winemag 9601 to 10400,4887,237543,,Red,France,"This wine is initially dense, almost thick enough to be cut with a knife. But then it becomes apparent that this is beautifully integrated and balanced, bringing together power, with the hallmark Lafite style and poise. In the end, you have a wine that promises an impressive aging potential along with delicious black currant fruits, acidity and a layer of striking tannins. Imported by Domaines Barons de Rothschild and multiple U.S. importers.",,1200,99,12.12121212,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2005  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2005-red-pauillac/,Bordeaux-style Red Blend,2005,Château Lafite Rothschild
winemag 6401 to 7200,15028,170165,,Red,France,"A big, powerful wine that sums up the richness of the vintage. It is densely fruity, spicy with an enormous black plum and berry fruit character to go with the acidity. It's concentrated while still showing such wonderfully pure fruit. The aging potential is immense.",,2300,99,23.23232323,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2009  Pauillac,https://www.winemag.com/buying-guide/chateau-latour-2009-red-pauillac/,Bordeaux-style Red Blend,2009,Château Latour
winemag 5601 to 6400,15014,154485,13.5,Red,France,"This is a magnificently solid wine, initially even a bit severe. At this young stage, the tannins dominate, but it's also full of black fruit notes. Very dense and concentrated, this is a wine that's even better than the legendary 2005. The structure tells of its extraordinary aging potential: don't even attempt to drink this for 10 years.",,150,100,1.5,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2010  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2010-red-saint-julien/,Bordeaux-style Red Blend,2010,Château Léoville Barton
winemag 5601 to 6400,10775,150246,,Red,France,"A hugely powerful wine, full of dark, brooding tannins. It's a wine for seriously long-term aging, a sculptural vision of classic Bordeaux structure with with classy, ripe blackberry fruits. It has fresh acidity and an immense full-bodied character, cut through with mineral acidity. A great wine, with great potential.",,359,100,3.59,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Las Cases 2010  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-las-cases-2010-red-saint-julien/,Bordeaux-style Red Blend,2010,Château Léoville Las Cases
winemag 801 to 1600,5797,207840,13,Red,France,"This is a great vintage from Lafite. The profile is rich in feel, with a seriously firm tannic structure. Solid, complex and with great authority, this Cabernet Sauvignon-dominant wine is impressively dense in dark-fruit tones. It will age for many years. Drink from 2027, although that would almost be too soon.",,700,100,7,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,100pointsChâteau Lafite Rothschild 2015  PauillacCellar Selection,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2015-pauillac/,Bordeaux-style Red Blend,2015,Château Lafite Rothschild
winemag 801 to 1600,5737,207780,14.5,Red,France,"Made with 45% Cabernet Franc, this great wine offers a beautiful, rich and perfumed character. It was an exceptional vintage for the estate, which incorporated fruit from parcels of the vineyard that would normally be used for the chateau's second wine into this blend. It is packed with black-fruit flavors and broad tannins, with a background of juicy acidity and a firm structure. Drink from 2027.",,800,100,8,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,100pointsChâteau Cheval Blanc 2015  Saint-ÉmilionCellar Selection,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Cheval Blanc
winemag 801 to 1600,5798,207841,14.5,Red,France,"This magnificent wine brings together the great fruit of the vintage in a complex structure. The acidity, ripe tannins and power of this dense wine are enormous, as is its aging potential. With that acidity and tannic structure, and with the perfumes from the Cabernet Franc, this wine will evolve slowly and with a measured pace. Drink from 2028.",,1000,100,10,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,100pointsChâteau Ausone 2015  Saint-ÉmilionCellar Selection,https://www.winemag.com/buying-guide/chateau-ausone-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Ausone
winemag 5601 to 6400,10778,150249,,Red,France,"Almost black in color, this stunning wine is gorgeous, rich and dense. It's grand and powerful, with a strong sense of its own importance. The beautiful tannins and the fragrant black currant fruits are palpable. It's a great wine, with huge potential.",,1500,100,15,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lafite Rothschild 2010  Pauillac,https://www.winemag.com/buying-guide/chateau-lafite-rothschild-2010-red-pauillac/,Bordeaux-style Red Blend,2010,Château Lafite Rothschild
winemag 5601 to 6400,10776,150247,14.7,Red,France,"This is the finest Cheval Blanc for many years. It is, quite simply, magnificent. The wine shows the greatness of Cabernet Franc in the vintage, with 57% of the variety in the blend. It is beautifully structured and perfumed, with velvety tannins, balanced acidity and swathes of black-currant and black-cherry fruits. It's well on course to becoming a legendary wine.",,1500,100,15,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Cheval Blanc 2010  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2010-red-saint-emilion/,Bordeaux-style Red Blend,2010,Château Cheval Blanc
winemag 801 to 1600,5799,207842,14,Red,France,"Predominantly Cabernet Sauvignon, this wine shows a wonderful black-currant purity on the palate, along with intense, vibrant acidity. The background is all tannin, which speaks to its aging potential. This wine is the last vintage produced by Paul Pontallier, who was general manager from 1990 until his death in 2016. It's a memorable wine and one for aging. Drink from 2027.",,1600,100,16,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,100pointsChâteau Margaux 2015  MargauxCellar Selection,https://www.winemag.com/buying-guide/chateau-margaux-2015-margaux/,Bordeaux-style Red Blend,2015,Château Margaux
winemag 9601 to 10400,4888,237544,,Red,France,"A great wine, the summation of a great vintage in Bordeaux. The core of richness, the dense, bone-dry tannins, the black currants, red berries and black plum skins are the elements, but it's the way they have been integrated that makes this such an impressive wine. There is great elegance as well, a fabulous counterpoint to such power. Cellar for at least 15 years, but this will keep forever. Imported by Diageo Chateau & Estates and multiple U.S. importers.",,2000,100,20,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2005  Pauillac,https://www.winemag.com/buying-guide/chateau-latour-2005-red-pauillac/,Bordeaux-style Red Blend,2005,Château Latour
winemag 801 to 1600,5796,207839,15,Red,France,"This is like drinking liquid black currants and blackberries. The wine has great intensity and richness from the superbly generous Merlot. The wood aging shows as a hint in the background, with the bold black fruit and ample acidity dominating. Drink from 2026.",,3400,100,34,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,100pointsChâteau Pétrus 2015  PomerolCellar Selection,https://www.winemag.com/buying-guide/chateau-petrus-2015-pomerol/,Bordeaux-style Red Blend,2015,Château Pétrus
winemag 9601 to 10400,4889,237545,13.5,Red,France,"As so often, Pétrus has the ability to charm and impress, to seduce and overwhelm. This 2005, one of the greatest vintages from this great chateau, is massive and concentrated, with flavors of ripe black figs, chocolate and dark plums. Put that all together and the result is the utmost deliciousness, freshness and elegance. A major wine. Imported by Etablissements Jean-Pierre Moueix.",,6000,100,60,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Pétrus 2005  Pomerol,https://www.winemag.com/buying-guide/chateau-petrus-2005-red-pomerol/,Bordeaux-style Red Blend,2005,Château Pétrus
