"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"116900","11.5","Sparkling","US","Kramer's Celebrate series features non-traditional sparkling wine grapes that are carbonated in tank rather than re-fermented in the bottle. This is light, tart and dry, with delicate hints of spearmint gum and grapefruit. It's a good mixer.","Celebrate","26","86","Oregon","Willamette Valley","Kramer 2016 Celebrate Pinot Gris (Yamhill-Carlton)","https://www.winemag.com/buying-guide/kramer-2016-celebrate-pinot-gris/","Pinot Gris","2016","Kramer"
"116919","12.5","Sparkling","US","This dark rosé is principally Pinot Noir, with 9% Pinot Meunier. It's cherry-red in color and blocky strawberry and raspberry flavors, with hints of lime-like acidity. There's no lack of fruity flavor here; it's just a bit top-heavy.","Brut Rosé","38","87","Oregon","Willamette Valley","Kramer 2015 Brut Rosé Sparkling (Yamhill-Carlton)","https://www.winemag.com/buying-guide/kramer-2015-brut-rose-sparkling/","Sparkling Blend","2015","Kramer"
"116995","12.5","Sparkling","US","This was fermented and aged in neutral French oak. A 50-50 mix of Chardonnay and Pinot Noir, it uses grapes from the 2014 and 2015 vintages, finished with 8 g/L of residual sugar, which is just perceptible. There's a sharp, off-putting scent of kerosene that lingers in the mouth, obscuring the freshness of the fruit flavors.","Brut Reserve","32","84","Oregon","Willamette Valley","Kramer NV Brut Reserve Sparkling (Yamhill-Carlton)","https://www.winemag.com/buying-guide/kramer-nv-brut-reserve-sparkling/","Sparkling Blend",NULL,"Kramer"
"117020","11","Sparkling","US","Kramer's Celebrate series features non-traditional sparkling wine grapes that are carbonated in tank rather than re-fermented in the bottle. This delivers bubblegum scents and light pear and tropical fruit flavors, with a little funk on the finish.","Celebrate","24","85","Oregon","Willamette Valley","Kramer 2015 Celebrate Müller-Thurgau (Yamhill-Carlton)","https://www.winemag.com/buying-guide/kramer-2015-celebrate-muller-thurgau/","Müller-Thurgau","2015","Kramer"
"117145","12.8","Sparkling","US","Rarely does a sparkling Viognier hit the market, and it's doubtful that any could be as good as this bottling by brewer-turned-winemaker Sherman Thacher. Extremely effervescent bubbles shoot out aromas of Asian pear, lemon zest, gardenia and the slighest hint of guava tropicality. The bubbles are soft on the sip, carrying honeydew and sharp lime flavors.","Hastings Ranch Vineyard Blanc de Blanc","60","92","California","Central Coast","Thacher 2013 Hastings Ranch Vineyard Blanc de Blanc Viognier (Adelaida District)","https://www.winemag.com/buying-guide/thacher-2013-hastings-ranch-vineyard-blanc-de-blanc-viognier-adelaida-district/","Viognier","2013","Thacher"
"117147","11","Sparkling","US","Cloudy in the glass and strong in the excited bubbles game, this pet nat shows lots of apple-driven aromas, from Pink Lady to Pippin, as well as white rose petals, Anjou pear and only the slightest hint of yeasty funk. It's also very clean, crisp an tight on the palate, with Bosc pear, grapefruit pith and citrus skin tang on the finish.","Block 11 Bien Nacido Vineyard Methode Ancestral a|muse","55","92","California","Central Coast","Scar of the Sea 2016 Block 11 Bien Nacido Vineyard Methode Ancestral a|muse Chardonnay (Santa Maria Valley)","https://www.winemag.com/buying-guide/scar-of-the-sea-2016-block-11-bien-nacido-vineyard-methode-ancestral-amuse-chardonnay-santa-maria-valley/","Chardonnay","2016","Scar of the Sea"
"117663","13.5","Sparkling","US","Estate-grown fruit—principally Pinot Noir with 8% Chardonnay—goes into this impressively complex sparkling wine from Trisaetum. It's rich and deep, showing both power and finesse. A fine bead and light details of cocoa, coconut and cream bring exceptional complexity.","Cuvée Extra Brut Methode Champenoise Estate Grown","65","94","Oregon","Willamette Valley","Pashey 2014 Cuvée Extra Brut Methode Champenoise Estate Grown Sparkling (Willamette Valley)","https://www.winemag.com/buying-guide/pashey-2014-cuvee-extra-brut-methode-champenoise-estate-grown-sparkling-willamette-valley/","Sparkling Blend","2014","Pashey"
"117868","12.5","Sparkling","US","Production continues to climb on this widely available well-priced Oregon sparkling wine. A tawny straw color, it's vibrant and fresh, with yeasty dough accents around pear fruit. The balance and concentration suggest it may be cellared for up to a decade, but it's drinking quite well right now.","Grower Series Vintage Brut","28","90","Oregon","Willamette Valley","Argyle 2014 Grower Series Vintage Brut Sparkling (Willamette Valley)","https://www.winemag.com/buying-guide/argyle-2014-grower-series-vintage-brut-sparkling-willamette-valley/","Sparkling Blend","2014","Argyle"
"117935","12","Sparkling","US","This vintage sparkler is refined, crisp and clean, following the Méthode Champenoise. There's a hint of strawberry fruit and plenty of lemony acids. The bubbles are fine and the presentation classy. It should age nicely for up to a decade.","Sparkling Rosé of","50","89","Oregon","Willamette Valley","Sokol Blosser 2014 Sparkling Rosé of Pinot Noir (Willamette Valley)","https://www.winemag.com/buying-guide/sokol-blosser-2014-sparkling-rose-of-pinot-noir-willamette-valley/","Pinot Noir","2014","Sokol Blosser"
"118003","12.5","Sparkling","US","Essentially two-thirds Pinot Noir (65%), the blend also includes 15% Pinot Meunier and 20% Chardonnay. It's a light-salmon-pink, and the flavors bring a touch of rosewater along with diluted cherry. The acids suggest lemon and lime, flesh and rind, with a finishing lick of grapefruit.","Artisan Series Brut Rosé","50","89","Oregon","Willamette Valley","Argyle 2013 Artisan Series Brut Rosé Sparkling (Willamette Valley)","https://www.winemag.com/buying-guide/argyle-2013-artisan-series-brut-rose-sparkling-willamette-valley/","Sparkling Blend","2013","Argyle"
"118200","12","Sparkling","US","Dry and nicely mature, this complex wine is always among California's best bubblies. It combines great balance, tiny bubbles and some very interesting flavors that make it as appealing as a well-cellared white Burgundy at its peak. Hints of toast, butter and almond fill the aroma, while lemon, crisp apple and baking spices fill the palate. It has lively acidity that's softened by a good sense of body.","L'Ermitage Brut","48","95","California","Mendocino County","95pointsRoederer Estate 2011 L'Ermitage Brut Sparkling (Anderson Valley)Editors' Choice","https://www.winemag.com/buying-guide/roederer-estate-2011-lermitage-brut-sparkling-anderson-valley/","Sparkling Blend","2011","Roederer Estate"
"118547","12","Sparkling","US","Elegant and plush, this wine is both light and rich at the same time, as it combines a fine mousse of bubbles with good fruit and spice flavors and a creamy texture. Everything is well-blended and harmonious, as well as concentrated enough to have a long and lightly ripe finish.","Blanc de Noirs","14","90","California","California Other","90pointsKorbel NV Blanc de Noirs Sparkling (California)Best Buy","https://www.winemag.com/buying-guide/korbel-nv-blanc-de-noirs-sparkling-california-280268/","Sparkling Blend",NULL,"Korbel"
"118696","11.5","Sparkling","US","The aromas are bright and focused, with notes of lemon pith, candle wax and spice. The palate brings a mixture of peach and orange flavors. It provides a lot of appeal, especially at this price.","Brut Méthode Champenoise","13","88","Washington","Columbia Valley","Domaine Ste. Michelle NV Brut Méthode Champenoise Sparkling (Columbia Valley (WA))","https://www.winemag.com/buying-guide/domaine-ste-michelle-nv-brut-methode-champenoise-sparkling-columbia-valley-wa/","Sparkling Blend",NULL,"Domaine Ste. Michelle"
"118705","12","Sparkling","US","This is a generous plush-textured wine made from organically grown grapes that combines a fresh fruitiness with more floral, candied, tutti-frutti flavors and just a pinch of sugar to soften the mouthfeel.","Brut","16","88","California","California Other","Korbel 2016 Brut Sparkling (California)","https://www.winemag.com/buying-guide/korbel-2016-brut-sparkling-california/","Sparkling Blend","2016","Korbel"
"118714","11.5","Sparkling","US","Aromas of strawberry, apple and citrus provide appeal. The palate is lively and elegant, with a sweet citrus-filled finish.","Brut Rosé Méthode Champenoise","13","88","Washington","Columbia Valley","Domaine Ste. Michelle NV Brut Rosé Méthode Champenoise Sparkling (Columbia Valley (WA))","https://www.winemag.com/buying-guide/domaine-ste-michelle-nv-brut-rose-methode-champenoise-sparkling-columbia-valley-wa/","Sparkling Blend",NULL,"Domaine Ste. Michelle"
"118717","12.5","Sparkling","US","This light-salmon colored wine has a good deal of red-wine flavor carried nicely by fine-beaded effervescence and good acidity. Plum and peach fill the aromas, while the flavor is plummy and just off dry.","Sparkling","30","88","California","Central Valley","Campos Family Vineyards NV Sparkling Rosé (Lodi)","https://www.winemag.com/buying-guide/campos-family-vineyards-nv-sparkling-rose-lodi/","Rosé",NULL,"Campos Family Vineyards"
"118788","11.5","Sparkling","US","A bright pink color and unusually toasty spicy aromas are followed by bright raspberry flavors and a heavy layer of oaky spices, like cinnamon and ginger. It's a rosé with attitude.","Heartcraft Sparkling Rosé","15","86","California","California Other","Ca' Momi NV Heartcraft Sparkling Rosé Sparkling (California)","https://www.winemag.com/buying-guide/ca-momi-nv-heartcraft-sparkling-rose-sparkling-california/","Sparkling Blend",NULL,"Ca' Momi"
"118794","11.5","Sparkling","US","This frothy wine is very fruity and lightly sweet, with a strong effervescence and pleasant apple and peach flavors. It tastes bright and lively, very fresh and straightforward.","Heartcraft Sparkling White","15","86","California","California Other","Ca' Momi NV Heartcraft Sparkling White Sparkling (California)","https://www.winemag.com/buying-guide/ca-momi-nv-heartcraft-sparkling-white-sparkling-california/","Sparkling Blend",NULL,"Ca' Momi"
"118854","11","Sparkling","US","The aromas bring notes of lemon, baked bread and freshly peeled orange. The palate is noticeably sweet but with enough acidity to keep it all moving along.","Extra Dry Méthode Champenoise","13","87","Washington","Columbia Valley","Domaine Ste. Michelle NV Extra Dry Méthode Champenoise Sparkling (Columbia Valley (WA))","https://www.winemag.com/buying-guide/domaine-ste-michelle-nv-extra-dry-methode-champenoise-sparkling-columbia-valley-wa/","Sparkling Blend",NULL,"Domaine Ste. Michelle"
"119059","12.5","Sparkling","US","The second release of this tête de cuvée offering from Roco is two thirds Pinot Noir and one third Chardonnay, and winemaker Rollin Soles (Argyle) seems to have saved his best for it. Matching intense fruit to classic Champagne-style finesse, it's brightly layered with apple, pear and Mandarin orange flavors. It has a fine bead and finishes clean, with citrus and toast highlights.","RMS Brut","65","94","Oregon","Willamette Valley","Roco 2014 RMS Brut Sparkling (Willamette Valley)","https://www.winemag.com/buying-guide/roco-2014-rms-brut-sparkling-willamette-valley/","Sparkling Blend","2014","Roco"
"119323","13","Sparkling","US","Cloudy in the glass, Pétulant is redolent with yellow grapefruit aromas, as well as some cut pear. The foam is very aggressive upon sipping, with lots of creamy qualities that are soft rather than sharp. Flavors of sour grapefruit and lemon rind are fun rather than funky.","Pétulant Naturel","22","89","California","Central Coast","Birichino 2016 Pétulant Naturel Malvasia Bianca (Monterey)","https://www.winemag.com/buying-guide/birichino-2016-petulant-naturel-malvasia-bianca-monterey/","Malvasia Bianca","2016","Birichino"
"119371","12.1","Sparkling","US","Vintage dated and made in the classic Champagne method, this tasty brut is a pretty shade of copper-hued rose. It has lovely cherry fruit and ample length. Overall, a very tasty effort.","Rosé Methode Champenoise","30","90","Oregon","Willamette Valley","Eola Hills 2015 Rosé Methode Champenoise Pinot Noir (Willamette Valley)","https://www.winemag.com/buying-guide/eola-hills-2015-rose-methode-champenoise-pinot-noir-willamette-valley/","Pinot Noir","2015","Eola Hills"
"119426","6.5","Sparkling","US","Long a staple of the Silvan Ridge lineup, this lightly fizzy Muscat is off-dry, fresh and aromatic, with orange candy scents and flavors. Serve it as an apéritif with soft cheeses or use it to spiff up your Sunday mimosas or Bellinis.","Early Muscat Semi-Sparkling","16","88","Oregon","Willamette Valley","Silvan Ridge 2016 Early Muscat Semi-Sparkling Sparkling (Willamette Valley)","https://www.winemag.com/buying-guide/silvan-ridge-2016-early-muscat-semi-sparkling-sparkling-willamette-valley/","Sparkling Blend","2016","Silvan Ridge"
"119543","12","Sparkling","US","Extremely vigorous bubbles want to explode with the slightest swirl of the glass on this bottling, which is pretty solid for the price. Aromas of candied strawberry, yeast and cherry Starburst candy show on the nose, while the palate carries flavors of stewed strawberry and a hint of yeast. It's slightly sweet but not overbearing and will please a diverse crowd.","Brut Rosé","19","87","California","Central Coast","Sofia 2016 Brut Rosé Sparkling (Monterey County)","https://www.winemag.com/buying-guide/sofia-2016-brut-rose-sparkling-monterey-county/","Sparkling Blend","2016","Sofia"
"119761","12.5","Sparkling","US","Made from 80% Pinot Noir and 20% Chardonnay, this dances in cherry and orange brightness within a construct of white peach. The pretty-in-pink color gives way to buzzing acidity and freshness before a medium-strength creaminess flows through on the finish.","Brut Rosé","26","92","California","Napa","Mumm Napa NV Brut Rosé Sparkling (Napa County)","https://www.winemag.com/buying-guide/mumm-napa-nv-brut-rose-sparkling-napa-county-277322/","Sparkling Blend",NULL,"Mumm Napa"
"119762","12.5","Sparkling","US","This blends Pinot Noir and Chardonnay into a sparkling experience that's dry and floral, with yeasty, toasty overtones that give it a deep sense of richness. Along with developed flavors of plum, cherry and apple, it lingers in nutmeg.","Brut Reserve","42","92","California","Napa","Mumm Napa NV Brut Reserve Sparkling (Napa County)","https://www.winemag.com/buying-guide/mumm-napa-nv-brut-reserve-sparkling-napa-county/","Sparkling Blend",NULL,"Mumm Napa"
"119763","13.5","Sparkling","US","Made to benefit the exploratory organization, this high-toned stunner exudes flavors of Gravenstein apple followed by a slight richness of marzipan. Moderate acidity and weight makes it a fine companion for the table, finishing with a sense of welcome fullness.","National Geographic Ocean Reserve Blanc de Blancs","50","92","California","Sonoma","Iron Horse 2013 National Geographic Ocean Reserve Blanc de Blancs Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2013-national-geographic-ocean-reserve-blanc-de-blancs-sparkling-green-valley/","Sparkling Blend","2013","Iron Horse"
"119773","12","Sparkling","US","Crisp peach and red-fruit flavors combine with vibrant acidity and energizing, fine bubbles to create a balanced and rich sparkling wine. A spicy, crisp fruit character lingers long on the finish.","Estate Bottled Brut Rosé","29","92","California","Mendocino County","Roederer Estate NV Estate Bottled Brut Rosé Sparkling (Anderson Valley)","https://www.winemag.com/buying-guide/roederer-estate-nv-estate-bottled-brut-rose-sparkling-anderson-valley/","Sparkling Blend",NULL,"Roederer Estate"
"119794","13.5","Sparkling","US","After three years en tirage, this well-evolved wine is heady and floral, made to highlight and celebrate diversity. Creamy and lush on the palate, it has a rounded richness of stone fruit. Made predominantly from Pinot Noir, it has an accentuated taste of strawberry shortcake.","Rainbow Cuvée","65","93","California","Sonoma","Iron Horse 2013 Rainbow Cuvée Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2013-rainbow-cuvee-sparkling-green-valley/","Sparkling Blend","2013","Iron Horse"
"119797","12","Sparkling","US","This is an assertive, flavorful and robust wine, with a medium to full body, a mouthfilling texture and fine-beaded bubbles. A creamy viscosity and wonderful layers of butter, apple, vanilla and ginger make for a delicious palate.","Estate Bottled Brut","24","93","California","Mendocino County","Roederer Estate NV Estate Bottled Brut Sparkling (Anderson Valley)","https://www.winemag.com/buying-guide/roederer-estate-nv-estate-bottled-brut-sparkling-anderson-valley-275441/","Sparkling Blend",NULL,"Roederer Estate"
"119824","12","Sparkling","US","Made entirely from Chardonnay, this is a bright sparkling wine, bubbling in acidity and dry, leavened layers of apple and pear. A creaminess of vanilla balances the crispness, making for a successful small-production sparkler.","Blanc de Blancs","50","93","California","Sonoma","Benovia 2012 Blanc de Blancs Sparkling (Russian River Valley)","https://www.winemag.com/buying-guide/benovia-2012-blanc-de-blancs-chardonnay-russian-river-valley/","Sparkling Blend","2012","Benovia"
"119831","13.5","Sparkling","US","Exuberant in mousse, this wine is luxurious and rich, the perfect quaff for any occasion. Made from 75% Pinot Noir and 25% Chardonnay, and aged for three years, it's bright in bolts of green apple and strawberry.","Wedding Cuvée","44","94","California","Sonoma","Iron Horse 2013 Wedding Cuvée Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2013-wedding-cuvee-sparkling-green-valley/","Sparkling Blend","2013","Iron Horse"
"119841","12.5","Sparkling","US","Made from a majority of Pinot Noir, this reserve-tier wine lives up to its label, showing a dry swath of wild strawberry and orange preserve among a creamy center of integrated acidity and depth. It's a delight with complexity and crispness working well together.","Brut Reserve Rosé","42","93","California","Napa","Mumm Napa NV Brut Reserve Rosé Sparkling (Napa County)","https://www.winemag.com/buying-guide/mumm-napa-nv-brut-reserve-rose-sparkling-napa-county/","Sparkling Blend",NULL,"Mumm Napa"
"119868","13.5","Sparkling","US","Extra dry in style, this sparkling blend of 68% Pinot Noir and 32% Chardonnay succeeds dramatically in its ability to be salty as a cracker and crisp as a bite of green apple, followed by a lemon chaser. Tart and lengthy, it has persistent acidity and purity that's hard to resist.","Brut X","52","94","California","Sonoma","Iron Horse 2013 Brut X Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2013-brut-x-sparkling-green-valley/","Sparkling Blend","2013","Iron Horse"
"119895","12.7","Sparkling","US","Beautiful in peach color, this blends 73% Chardonnay and 27% Pinot Noir. Dry and crisp, it tangles together vibrant flavors of grapefruit, tangerine and cherry, as aromas of rose petal whisper by. A stony mineral component adds complexity and invitation to the texture.","Querencia Brut Rosé","55","95","California","Napa","Schramsberg 2013 Querencia Brut Rosé Sparkling (Napa Valley)","https://www.winemag.com/buying-guide/schramsberg-2013-querencia-brut-rose-sparkling-napa-valley/","Sparkling Blend","2013","Schramsberg"
"119896","13.5","Sparkling","US","Combining 76% Pinot Noir and 24% Chardonnay, this wine has a depth of richness and focused, supportive acidity that work well to complement each other. Stone fruit, vanilla biscuit, cherry kirsch and green apple are all within the spectrum of flavors here, finishing with grace and a hint of spice.","Classic Vintage Brut","44","95","California","Sonoma","Iron Horse 2012 Classic Vintage Brut Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2012-classic-vintage-brut-sparkling-green-valley/","Sparkling Blend","2012","Iron Horse"
"119938","12.5","Sparkling","US","This spicy and well-balanced wine has a light salmon color, subtle aromas like cinnamon and cherries, and flavor accents resembling cranberries, paprika and ginger. It's light to medium bodied, has very fine bubbles and a lingering finish.","Blanc de Noirs","30","91","California","North Coast","Breathless NV Blanc de Noirs Sparkling (North Coast)","https://www.winemag.com/buying-guide/breathless-nv-blanc-de-noirs-sparkling-north-coast/","Sparkling Blend",NULL,"Breathless"
"120015","12.5","Sparkling","US","Floral in lemon blossom, this tastes of lemon peel, grapefruit and spicy gingerbread, its acidity persistent and uplifting. A bite of texture gives it heft without too much ripeness, finishing lean and crisp.","Brut Prestige","24","92","California","Napa","Mumm Napa NV Brut Prestige Sparkling (Napa County)","https://www.winemag.com/buying-guide/mumm-napa-nv-brut-prestige-sparkling-napa-county-277320/","Sparkling Blend",NULL,"Mumm Napa"
"120019","12.5","Sparkling","US","Intricate baking spice aromas and buttery apple-tart flavors meet a delicate yet expansive mouthfeel in this light-bodied, irresistible and off-dry wine. The spicy elements weave in and out of the silky texture and continue to echo on the finish.","Blanc de Blancs Méthode Champenoise","32","92","California","North Coast","Breathless NV Blanc de Blancs Méthode Champenoise Chardonnay (North Coast)","https://www.winemag.com/buying-guide/breathless-nv-blanc-de-blancs-methode-champenoise-chardonnay-north-coast/","Chardonnay",NULL,"Breathless"
"120067","12.5","Sparkling","US","Nutty and dry, this Chardonnay-only sparkler tastes of almond paste, dried apple, dried citrus peel and toasty oak. It's vibrantly balanced and fulfilling.","Blanc de Blancs Reserve","44","90","California","Napa","Mumm Napa 2012 Blanc de Blancs Reserve Chardonnay (Napa County)","https://www.winemag.com/buying-guide/mumm-napa-2012-blanc-de-blancs-reserve-chardonnay-napa-county/","Chardonnay","2012","Mumm Napa"
"120097","13.5","Sparkling","US","Luxuriously crafted to be lush and robust, this blends 76% Pinot Noir and 24% Chardonnay with ease and gusto. The palate is dominated by layered flavors of baked strawberry and cherry.","Russian Cuvée","44","90","California","Sonoma","Iron Horse 2012 Russian Cuvée Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2012-russian-cuvee-sparkling-green-valley/","Sparkling Blend","2012","Iron Horse"
"120128","12","Sparkling","US","Very crisp, refreshing and nicely dry, this light copper-colored wine surrounds a core of fresh raspberry flavors with light spicy nuances and a texture that turns vibrant bubbles into a creamy sensation on the finish.","Brut Rosé Excellence","23","90","California","Mendocino County","Scharffenberger NV Brut Rosé Excellence Sparkling (Mendocino County)","https://www.winemag.com/buying-guide/scharffenberger-nv-brut-rose-excellence-sparkling-mendocino-county-275426/","Sparkling Blend",NULL,"Scharffenberger"
"120150","12","Sparkling","US","Dry, appetizing and complex, this wine has intricate aromas of butter, almond and toast followed by mellow fruit flavors, lingering spices and a suave texture that seems to encourage the long finish. It's light- to medium-bodied and excellent in overall quality.","Brut Excellence Méthode Traditionnelle","20","91","California","Mendocino County","Scharffenberger NV Brut Excellence Méthode Traditionnelle Sparkling (Mendocino County)","https://www.winemag.com/buying-guide/scharffenberger-nv-brut-excellence-methode-traditionnelle-sparkling-mendocino-county/","Sparkling Blend",NULL,"Scharffenberger"
"120272","11","Sparkling","US","This is a light-bodied, very fruity and soft-textured wine that smells like cherries, berries and melons and tastes fresh and a touch sweet. The acidity is low and the bubbles are lively, so it's easy to sip.","Blanc de Blancs","20","87","California","Central Valley","Rock Wall 2016 Blanc de Blancs Chardonnay (Yolo County)","https://www.winemag.com/buying-guide/rock-wall-2016-blanc-de-blancs-chardonnay-yolo-county/","Chardonnay","2016","Rock Wall"
"120364","11.5","Sparkling","US","A fizzy blend of six white grapes, this quaffable, tart bubbly tastes principally of grapefruit and a touch of spice. It's a solid choice alongside almost any salty appetizer.","Evolution Brut","20","87","America",NULL,"Sokol Blosser NV Evolution Brut Sparkling (America)","https://www.winemag.com/buying-guide/sokol-blosser-nv-evolution-brut-sparkling-america/","Sparkling Blend",NULL,"Sokol Blosser"
"120623","12","Sparkling","US","A lovely bubbly. It's crisp and creamy, with luscious flavors of vanilla, lime and orange sorbet that are a little honeyed. Easy to like.","Sec","12","86","California","California Other","Korbel NV Sec Sparkling (California)","https://www.winemag.com/buying-guide/korbel-nv-sec-sparkling-other/","Sparkling Blend",NULL,"Korbel"
"120638","12","Sparkling","US","Lots of cheerful substance in this blush bubbly. Dry and crisp, it has lip-smacking flavors of raspberries, strawberries and limes, with a toasty, yeasty richness.","Brut Rosé","12","86","California","California Other","Korbel NV Brut Rosé Chardonnay (California)","https://www.winemag.com/buying-guide/korbel-nv-brut-rose-chardonnay-other/","Chardonnay",NULL,"Korbel"
"120682","12.9","Sparkling","US","This subtle, restrained and elegant wine from a classic producer leads with nice doughy, toasty aromas. It fills the mouth with delicate bubbles and lingers on the finish, giving more toasty complexity and lasting fruit impressions.","Brut","45","92","California","North Coast","Schramsberg 2014 Brut Rosé (North Coast)","https://www.winemag.com/buying-guide/schramsberg-2014-brut-rose-north-coast/","Rosé","2014","Schramsberg"
"120957","12.5","Sparkling","US","This well-balanced and smooth wine is the debut California offering from French producer Pommery. Made from 96% Chardonnay and a dab of Pinot Noir, it carries aromas of toasted baguette and flowers, with crisp apple and white peach flavors on fine-beaded bubbles. The concentrated fruit amplifies on the palate and lingers on the finish.","Brut","22","90","California","California Other","Louis Pommery NV Brut Sparkling (California)","https://www.winemag.com/buying-guide/louis-pommery-nv-brut-sparkling-california/","Sparkling Blend",NULL,"Louis Pommery"
"121014","13","Sparkling","US","A nice, everyday bubbly that offers elegance at an affordable price. Chardonnay contributes crisp flavors of limes, while Pinot Noir brings deeper flavors of cherries. A lovely wine that grows in the glass.","Brut Classic","22","90","California","California Other","Chandon NV Brut Classic Sparkling (California)","https://www.winemag.com/buying-guide/chandon-nv-brut-classic-sparkling-california-106332/","Sparkling Blend",NULL,"Chandon"
"121030","12.5","Sparkling","US","A good, dry and elegant bubbly. Shows crisp flavors of yeasty bread dough, limes, tangerines, raspberries and vanilla. This is a great price for a sparkling wine of this finesse.","Sonoma Brut","20","89","California","Sonoma","Gloria Ferrer NV Sonoma Brut Sparkling (Sonoma County)","https://www.winemag.com/buying-guide/gloria-ferrer-nv-sonoma-brut-sparkling-sonoma-county-105644/","Sparkling Blend",NULL,"Gloria Ferrer"
"121042","12.5","Sparkling","US","This wine has a delicious, robust character, starting with aromas of toasted nut, strawberry, cherry and apple and followed by full-bodied flavors of strawberry, nuts and vanilla. The wine is balanced but will pair better with slightly bigger dishes.","Topaz Impérial","33","89","New York","Long Island","Sparkling Pointe 2004 Topaz Impérial Sparkling (North Fork of Long Island)","https://www.winemag.com/buying-guide/sparkling-pointe-2004-topaz-imperial-long-island-north-fork/","Sparkling Blend","2004","Sparkling Pointe"
"121080","12.2","Sparkling","US","Almost exclusively Pinot Noir, this is a deeply colored, full-bodied wine, rich and crisp in strawberries, lees and vanilla. A touch of Chardonnay adds a refreshing note of lime. Delicious and easy to like, especially at this price.","Blanc de Noirs","20","90","California","Sonoma","Gloria Ferrer NV Blanc de Noirs Sparkling (Sonoma County)","https://www.winemag.com/buying-guide/gloria-ferrer-nv-blanc-de-noirs-sparkling-sonoma-county-105645/","Sparkling Blend",NULL,"Gloria Ferrer"
"121134","13","Sparkling","US","Elegant, dancing aromas of apricot, pear and citrus are followed by toasted nuts and citrus in this refreshing and dry-style bubbly. Offer good complexity and some cream on the palate—making it an enticing food wine.","Blanc de Blanc","37","88","New York","Long Island","Sherwood House Vineyards 2004 Blanc de Blanc Chardonnay (North Fork of Long Island)","https://www.winemag.com/buying-guide/sherwood-house-2004-blanc-blanc-chardonnay-long-island-north-fork/","Chardonnay","2004","Sherwood House Vineyards"
"121136","12","Sparkling","US","This delightful, food-friendly sip from the culinary-minded owners of Shinn Estate starts with alluring aromas of toasty nut, lemon and apples, leading into elegant, balanced flavors of cream, apple and citrus. Dry yet fruity, it's a great accompaniment to varied foods—from delicate salads to spicy cuisine.","Ultra Brut","35","88","New York","Long Island","Shinn Estate 2006 Ultra Brut  (North Fork of Long Island)","https://www.winemag.com/buying-guide/shinn-estate-2006-ultra-brut-sparkling-long-island-north-fork/","Champagne Blend","2006","Shinn Estate"
"121142","12.7","Sparkling","US","Soft and elegant aromas of strawberries, cherries and vanilla lead into fresh, friendly and lively flavors of citrus and strawberry in this sparkling rosé. Balanced with a big finish, pair this wine with fruit or dessert.","Brut Rosé","25","88","New York","Finger Lakes","Heart &amp; Hands 2007 Brut Rosé Pinot Noir (Finger Lakes)","https://www.winemag.com/buying-guide/heart-hands-2007-brut-rose-pinot-noir-finger-lakes/","Pinot Noir","2007","Heart &amp; Hands"
"121178","12","Sparkling","US","This sparkler offers aromas of toast, vanilla and fresh fruit, followed by a medium-bodied array of citrus, honey and toasted nut. Crisp but fruity, with a lingering finish, the wine is both food-friendly and assertive.","Special Reserve Brut","22","88","New York","Long Island","Palmer NV Special Reserve Brut  (North Fork of Long Island)","https://www.winemag.com/buying-guide/palmer-nv-special-reserve-brut-sparkling-long-island-north-fork/","Champagne Blend",NULL,"Palmer"
"121199","12.5","Sparkling","US","Refreshing and mouthwatering, this wine offers aromas of lemon, citrus and vanilla and an overall clean, elegant palate. Perfect for fresh salads, seafood, poultry.","Blanc de Blancs Pinot Blanc Brut","35","89","New York","Long Island","Lieb 2005 Blanc de Blancs Pinot Blanc Brut Sparkling (North Fork of Long Island)","https://www.winemag.com/buying-guide/lieb-2005-blanc-blancs-pinot-blanc-brut-sparkling-long-island-north-fork/","Sparkling Blend","2005","Lieb"
"121215","13.5","Sparkling","US","This is one of the sweetest of the winery's crop of bubblies, made as usual with a notable touch of honey, although it's still fundamentally dry. Shows luscious flavors of raspberry, lime, tart apple and brioche, leading to a long, richly spicy finish.","Russian Cuvée","33","89","California","Sonoma","Iron Horse 2004 Russian Cuvée Sparkling (Green Valley)","https://www.winemag.com/buying-guide/iron-horse-2004-russian-cuvee-sparkling-sonoma-green-valley/","Sparkling Blend","2004","Iron Horse"
"121250","12","Sparkling","US","Mainly Pinot Noir, but the touch of Muscat lends a tart touch of orange to this dry, crisp bubbly. Otherwise, it's your standard brut. Finishes dryish and elegant.","Va de Vi","22","87","California","Sonoma","Gloria Ferrer NV Va de Vi Sparkling (Sonoma County)","https://www.winemag.com/buying-guide/gloria-ferrer-nv-va-vi-sparkling-sonoma-county/","Sparkling Blend",NULL,"Gloria Ferrer"
